QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,isValid
USGALLUP.090636.R01,Roosevelt,49,Whom do you prefer for President?,* = less than .5 percent,,09/6/1936,Gallup Organization,,Gallup Poll,08/24/1936,08/29/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.090636.R01,Landon,44,Whom do you prefer for President?,* = less than .5 percent,,09/6/1936,Gallup Organization,,Gallup Poll,08/24/1936,08/29/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.090636.R01,Lemke,5,Whom do you prefer for President?,* = less than .5 percent,,09/6/1936,Gallup Organization,,Gallup Poll,08/24/1936,08/29/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.090636.R01,Thomas,1,Whom do you prefer for President?,* = less than .5 percent,,09/6/1936,Gallup Organization,,Gallup Poll,08/24/1936,08/29/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.090636.R01,Others,*,Whom do you prefer for President?,* = less than .5 percent,,09/6/1936,Gallup Organization,,Gallup Poll,08/24/1936,08/29/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.36-053.Q4B,LANDON,36,WHICH (1936 PRESIDENTIAL) CANDIDATE DO YOU THINK WILL WIN IN YOUR STATE?,,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.36-053.Q4B,ROOSEVELT,63,WHICH (1936 PRESIDENTIAL) CANDIDATE DO YOU THINK WILL WIN IN YOUR STATE?,,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.36-053.Q4B,LEMKE,1,WHICH (1936 PRESIDENTIAL) CANDIDATE DO YOU THINK WILL WIN IN YOUR STATE?,,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.110136.R01,Roosevelt,54,Which candidate do you prefer for President?,* = less than .5 percent,,11/1/1936,Gallup Organization,,Gallup Poll,10/23/1936,10/28/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.110136.R01,Landon,43,Which candidate do you prefer for President?,* = less than .5 percent,,11/1/1936,Gallup Organization,,Gallup Poll,10/23/1936,10/28/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.110136.R01,Lemke,2,Which candidate do you prefer for President?,* = less than .5 percent,,11/1/1936,Gallup Organization,,Gallup Poll,10/23/1936,10/28/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.110136.R01,Thomas,1,Which candidate do you prefer for President?,* = less than .5 percent,,11/1/1936,Gallup Organization,,Gallup Poll,10/23/1936,10/28/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.110136.R01,Others,*,Which candidate do you prefer for President?,* = less than .5 percent,,11/1/1936,Gallup Organization,,Gallup Poll,10/23/1936,10/28/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.071236.R01,Roosevelt,52,"If the presidential election were today, for which candidate would you vote?",,,07/12/1936,Gallup Organization,,Gallup Poll,06/12/1936,06/27/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.071236.R01,Landon,48,"If the presidential election were today, for which candidate would you vote?",,,07/12/1936,Gallup Organization,,Gallup Poll,06/12/1936,06/27/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.080936.R03,Roosevelt,49,Which candidate do you prefer for President?,,,08/9/1936,Gallup Organization,,Gallup Poll,07/20/1936,07/25/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.080936.R03,Landon,45,Which candidate do you prefer for President?,,,08/9/1936,Gallup Organization,,Gallup Poll,07/20/1936,07/25/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.080936.R03,Lemke,3,Which candidate do you prefer for President?,,,08/9/1936,Gallup Organization,,Gallup Poll,07/20/1936,07/25/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.080936.R03,Thomas,2,Which candidate do you prefer for President?,,,08/9/1936,Gallup Organization,,Gallup Poll,07/20/1936,07/25/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.080936.R03,Others,1,Which candidate do you prefer for President?,,,08/9/1936,Gallup Organization,,Gallup Poll,07/20/1936,07/25/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.092736.R01,Roosevelt,50,Which candidate do you prefer for President?,* = less than .5 percent,,09/27/1936,Gallup Organization,,Gallup Poll,09/7/1936,09/12/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.092736.R01,Landon,45,Which candidate do you prefer for President?,* = less than .5 percent,,09/27/1936,Gallup Organization,,Gallup Poll,09/7/1936,09/12/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.092736.R01,Lemke,5,Which candidate do you prefer for President?,* = less than .5 percent,,09/27/1936,Gallup Organization,,Gallup Poll,09/7/1936,09/12/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.092736.R01,Thomas,1,Which candidate do you prefer for President?,* = less than .5 percent,,09/27/1936,Gallup Organization,,Gallup Poll,09/7/1936,09/12/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.092736.R01,Others,*,Which candidate do you prefer for President?,* = less than .5 percent,,09/27/1936,Gallup Organization,,Gallup Poll,09/7/1936,09/12/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.102536.R01,Roosevelt,51,Which candidate do you prefer for President?,* = less than .5 percent,,10/25/1936,Gallup Organization,,Gallup Poll,10/12/1936,10/17/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.102536.R01,Landon,44,Which candidate do you prefer for President?,* = less than .5 percent,,10/25/1936,Gallup Organization,,Gallup Poll,10/12/1936,10/17/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.102536.R01,Lemke,4,Which candidate do you prefer for President?,* = less than .5 percent,,10/25/1936,Gallup Organization,,Gallup Poll,10/12/1936,10/17/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.102536.R01,Thomas,1,Which candidate do you prefer for President?,* = less than .5 percent,,10/25/1936,Gallup Organization,,Gallup Poll,10/12/1936,10/17/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.102536.R01,Others,*,Which candidate do you prefer for President?,* = less than .5 percent,,10/25/1936,Gallup Organization,,Gallup Poll,10/12/1936,10/17/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.100436.R06,Roosevelt,50,Which candidate do you prefer for President?,* = less than .5 percent,,10/4/1936,Gallup Organization,,Gallup Poll,09/21/1936,09/26/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.100436.R06,Landon,44,Which candidate do you prefer for President?,* = less than .5 percent,,10/4/1936,Gallup Organization,,Gallup Poll,09/21/1936,09/26/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.100436.R06,Lemke,4,Which candidate do you prefer for President?,* = less than .5 percent,,10/4/1936,Gallup Organization,,Gallup Poll,09/21/1936,09/26/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.100436.R06,Thomas,1,Which candidate do you prefer for President?,* = less than .5 percent,,10/4/1936,Gallup Organization,,Gallup Poll,09/21/1936,09/26/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.100436.R06,Others,*,Which candidate do you prefer for President?,* = less than .5 percent,,10/4/1936,Gallup Organization,,Gallup Poll,09/21/1936,09/26/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.36-053.Q4A,LANDON,31,"REGARDLESS OF HOW YOU, YOURSELF, PLAN TO VOTE, WHICH (1936) PRESIDENTIAL CANDIDATE DO YOU THINK WILL WIN?",* = LESS THAN .5 PERCENT,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.36-053.Q4A,ROOSEVELT,69,"REGARDLESS OF HOW YOU, YOURSELF, PLAN TO VOTE, WHICH (1936) PRESIDENTIAL CANDIDATE DO YOU THINK WILL WIN?",* = LESS THAN .5 PERCENT,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.36-053.Q4A,THOMAS,*,"REGARDLESS OF HOW YOU, YOURSELF, PLAN TO VOTE, WHICH (1936) PRESIDENTIAL CANDIDATE DO YOU THINK WILL WIN?",* = LESS THAN .5 PERCENT,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.36-053.Q4A,LEMKE,*,"REGARDLESS OF HOW YOU, YOURSELF, PLAN TO VOTE, WHICH (1936) PRESIDENTIAL CANDIDATE DO YOU THINK WILL WIN?",* = LESS THAN .5 PERCENT,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.101836.R01,Roosevelt,51,Which candidate do you prefer for President?,* = less than .5 percent,,10/18/1936,Gallup Organization,,Gallup Poll,10/3/1936,10/8/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.101836.R01,Landon,44,Which candidate do you prefer for President?,* = less than .5 percent,,10/18/1936,Gallup Organization,,Gallup Poll,10/3/1936,10/8/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.101836.R01,Lemke,4,Which candidate do you prefer for President?,* = less than .5 percent,,10/18/1936,Gallup Organization,,Gallup Poll,10/3/1936,10/8/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.101836.R01,Thomas,1,Which candidate do you prefer for President?,* = less than .5 percent,,10/18/1936,Gallup Organization,,Gallup Poll,10/3/1936,10/8/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.101836.R01,Others,*,Which candidate do you prefer for President?,* = less than .5 percent,,10/18/1936,Gallup Organization,,Gallup Poll,10/3/1936,10/8/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.36-053.Q4C,LANDON,45,DOES THE NEWSPAPER WHICH YOU READ SUPPORT LANDON OR ROOSEVELT (FOR PRESIDENT 1936)?,,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.36-053.Q4C,ROOSEVELT,28,DOES THE NEWSPAPER WHICH YOU READ SUPPORT LANDON OR ROOSEVELT (FOR PRESIDENT 1936)?,,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.36-053.Q4C,NEITHER,15,DOES THE NEWSPAPER WHICH YOU READ SUPPORT LANDON OR ROOSEVELT (FOR PRESIDENT 1936)?,,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.36-053.Q4C,DON'T READ A PAPER,4,DOES THE NEWSPAPER WHICH YOU READ SUPPORT LANDON OR ROOSEVELT (FOR PRESIDENT 1936)?,,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.36-053.Q4C,BOTH CANDIDATES,8,DOES THE NEWSPAPER WHICH YOU READ SUPPORT LANDON OR ROOSEVELT (FOR PRESIDENT 1936)?,,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.082336.R01,Roosevelt,49,Whom do you prefer for President?,* = less than .5 percent,,08/23/1936,Gallup Organization,,Gallup Poll,08/10/1936,08/15/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.082336.R01,Landon,45,Whom do you prefer for President?,* = less than .5 percent,,08/23/1936,Gallup Organization,,Gallup Poll,08/10/1936,08/15/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.082336.R01,Lemke,5,Whom do you prefer for President?,* = less than .5 percent,,08/23/1936,Gallup Organization,,Gallup Poll,08/10/1936,08/15/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.082336.R01,Thomas,1,Whom do you prefer for President?,* = less than .5 percent,,08/23/1936,Gallup Organization,,Gallup Poll,08/10/1936,08/15/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.082336.R01,Others,*,Whom do you prefer for President?,* = less than .5 percent,,08/23/1936,Gallup Organization,,Gallup Poll,08/10/1936,08/15/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.083036.R01,Roosevelt,49,Whom do prefer for President?,* = less than .5 percent,,08/30/1936,Gallup Organization,,Gallup Poll,08/17/1936,08/22/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.083036.R01,Landon,45,Whom do prefer for President?,* = less than .5 percent,,08/30/1936,Gallup Organization,,Gallup Poll,08/17/1936,08/22/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.083036.R01,Lemke,5,Whom do prefer for President?,* = less than .5 percent,,08/30/1936,Gallup Organization,,Gallup Poll,08/17/1936,08/22/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.083036.R01,Thomas,1,Whom do prefer for President?,* = less than .5 percent,,08/30/1936,Gallup Organization,,Gallup Poll,08/17/1936,08/22/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.083036.R01,Others,*,Whom do prefer for President?,* = less than .5 percent,,08/30/1936,Gallup Organization,,Gallup Poll,08/17/1936,08/22/1936,Y,National adult,1500,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.36-053.Q5A,LANDON,38,WHICH CANDIDATE DO YOU PREFER FOR PRESIDENT (1936)?,* = LESS THAN .5 PERCENT,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.36-053.Q5A,ROOSEVELT,56,WHICH CANDIDATE DO YOU PREFER FOR PRESIDENT (1936)?,* = LESS THAN .5 PERCENT,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.36-053.Q5A,THOMAS,1,WHICH CANDIDATE DO YOU PREFER FOR PRESIDENT (1936)?,* = LESS THAN .5 PERCENT,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.36-053.Q5A,LEMKE,3,WHICH CANDIDATE DO YOU PREFER FOR PRESIDENT (1936)?,* = LESS THAN .5 PERCENT,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.36-053.Q5A,OTHER PARTY,*,WHICH CANDIDATE DO YOU PREFER FOR PRESIDENT (1936)?,* = LESS THAN .5 PERCENT,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.36-053.Q5A,Don't know/No answer,2,WHICH CANDIDATE DO YOU PREFER FOR PRESIDENT (1936)?,* = LESS THAN .5 PERCENT,,10/1/1936,Gallup Organization,,Gallup Poll (AIPO),09/28/1936,10/2/1936,Y,National Adult,5599,,Face-to-face interview,Sample size is approximate.,True
